RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30
61010,11,19118,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,155582.0,155958.0,156375.0,156778.0,157194.0,157597.0,158013.0,158429.0,158832.0,159248.0,159651.0,160068.0,160484.0,160873.0,161290.0,161693.0,162109.0,162512.0,162928.0,163344.0,163747.0,164164.0,164566.0,164983.0,165399.0,165775.0,166191.0,166594.0,167011.0,167413.0,167830.0,168246.0,168649.0,169065.0,169468.0,169884.0,170301.0,170677.0,171093.0,171496.0,171912.0,172315.0,172731.0,173148.0,173550.0,173967.0,174370.0,174786.0,175202.0,175578.0,175995.0,176397.0,176814.0,177217.0,177633.0,178049.0,178452.0,178868.0,179271.0,179688.0,180104.0,180493.0,180910.0,183085.0,185333.0,187508.0,189756.0,192004.0,194179.0,196427.0,198602.0,200850.0,203098.0,205128.0,207376.0,209551.0,211799.0,213974.0,216222.0,218470.0,220645.0,222893.0,225068.0,227316.0,229564.0,231594.0,233842.0,234318.0,234810.0,235286.0,235778.0,236270.0,236746.0,237238.0,237714.0,238206.0,238698.0,239142.0,239634.0,240110.0,240602.0,241078.0
61011,12,19119,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,178847.0,179279.0,179758.0,180221.0,180700.0,181163.0,181641.0,182120.0,182583.0,183062.0,183525.0,184003.0,184482.0,184930.0,185408.0,185871.0,186350.0,186813.0,187291.0,187770.0,188233.0,188712.0,189175.0,189653.0,190132.0,190564.0,191043.0,191506.0,191984.0,192447.0,192926.0,193405.0,193868.0,194346.0,194809.0,195288.0,195766.0,196199.0,196677.0,197140.0,197619.0,198082.0,198561.0,199039.0,199502.0,199981.0,200444.0,200923.0,201401.0,201833.0,202312.0,202775.0,203254.0,203717.0,204195.0,204674.0,205137.0,205615.0,206079.0,206557.0,207036.0,207483.0,207962.0,210181.0,212473.0,214692.0,216985.0,219278.0,221497.0,223789.0,226008.0,228301.0,230594.0,232664.0,234957.0,237176.0,239469.0,241688.0,243980.0,246273.0,248492.0,250785.0,253003.0,255296.0,257589.0,259660.0,261952.0,262500.0,263065.0,263612.0,264178.0,264744.0,265291.0,265856.0,266404.0,266969.0,267535.0,268045.0,268611.0,269158.0,269724.0,270271.0
61012,13,19120,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,185849.0,186298.0,186796.0,187277.0,187774.0,188256.0,188753.0,189250.0,189731.0,190229.0,190710.0,191207.0,191704.0,192170.0,192667.0,193148.0,193646.0,194127.0,194624.0,195121.0,195603.0,196100.0,196581.0,197078.0,197576.0,198025.0,198522.0,199003.0,199501.0,199982.0,200479.0,200977.0,201458.0,201955.0,202436.0,202934.0,203431.0,203880.0,204377.0,204859.0,205356.0,205837.0,206334.0,206832.0,207313.0,207810.0,208292.0,208789.0,209286.0,209735.0,210233.0,210714.0,211211.0,211692.0,212190.0,212687.0,213168.0,213665.0,214147.0,214644.0,215141.0,215607.0,216104.0,218690.0,221363.0,223949.0,226622.0,229294.0,231881.0,234553.0,237139.0,239812.0,242485.0,244898.0,247571.0,250157.0,252830.0,255416.0,258089.0,260761.0,263348.0,266020.0,268607.0,271279.0,273952.0,276366.0,279038.0,279607.0,280195.0,280763.0,281351.0,281939.0,282507.0,283095.0,283664.0,284251.0,284839.0,285370.0,285957.0,286526.0,287114.0,287682.0
61013,14,19121,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,151702.0,152069.0,152475.0,152867.0,153273.0,153666.0,154072.0,154478.0,154871.0,155277.0,155670.0,156076.0,156481.0,156861.0,157267.0,157660.0,158066.0,158459.0,158865.0,159271.0,159663.0,160069.0,160462.0,160868.0,161274.0,161641.0,162046.0,162439.0,162845.0,163238.0,163644.0,164050.0,164443.0,164849.0,165241.0,165647.0,166053.0,166420.0,166826.0,167219.0,167625.0,168017.0,168423.0,168829.0,169222.0,169628.0,170021.0,170427.0,170833.0,171199.0,171605.0,171998.0,172404.0,172797.0,173203.0,173609.0,174002.0,174407.0,174800.0,175206.0,175612.0,175992.0,176398.0,178431.0,180531.0,182564.0,184665.0,186765.0,188798.0,190899.0,192932.0,195032.0,197133.0,199030.0,201131.0,203164.0,205265.0,207297.0,209398.0,211499.0,213532.0,215632.0,217665.0,219766.0,221866.0,223764.0,225864.0,226328.0,226808.0,227272.0,227752.0,228232.0,228696.0,229176.0,229640.0,230119.0,230599.0,231032.0,231512.0,231976.0,232456.0,232920.0
61014,15,19122,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,171055.0,171469.0,171926.0,172369.0,172827.0,173270.0,173728.0,174185.0,174628.0,175086.0,175529.0,175987.0,176444.0,176873.0,177330.0,177773.0,178231.0,178674.0,179132.0,179589.0,180032.0,180490.0,180933.0,181391.0,181848.0,182262.0,182719.0,183162.0,183620.0,184063.0,184521.0,184978.0,185421.0,185879.0,186322.0,186780.0,187237.0,187651.0,188108.0,188551.0,189009.0,189452.0,189910.0,190367.0,190810.0,191268.0,191711.0,192169.0,192626.0,193040.0,193498.0,193941.0,194398.0,194841.0,195299.0,195757.0,196200.0,196657.0,197100.0,197558.0,198016.0,198444.0,198901.0,201058.0,203286.0,205443.0,207671.0,209900.0,212056.0,214285.0,216441.0,218670.0,220898.0,222911.0,225139.0,227296.0,229524.0,231681.0,233909.0,236138.0,238294.0,240522.0,242679.0,244907.0,247136.0,249149.0,251377.0,251900.0,252441.0,252965.0,253506.0,254046.0,254570.0,255111.0,255634.0,256175.0,256716.0,257204.0,257745.0,258269.0,258810.0,259333.0
61015,16,19123,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,327188.0,327979.0,328854.0,329702.0,330577.0,331424.0,332300.0,333175.0,334023.0,334898.0,335745.0,336621.0,337496.0,338315.0,339191.0,340038.0,340913.0,341761.0,342636.0,343512.0,344359.0,345234.0,346082.0,346957.0,347833.0,348623.0,349499.0,350346.0,351221.0,352069.0,352944.0,353820.0,354667.0,355542.0,356390.0,357265.0,358141.0,358931.0,359807.0,360654.0,361530.0,362377.0,363252.0,364128.0,364975.0,365851.0,366698.0,367573.0,368449.0,369239.0,370115.0,370962.0,371838.0,372685.0,373560.0,374436.0,375283.0,376159.0,377006.0,377881.0,378757.0,379576.0,380451.0,381681.0,382952.0,384181.0,385452.0,386723.0,387952.0,389223.0,390453.0,391723.0,392994.0,394142.0,395412.0,396642.0,397913.0,399143.0,400413.0,401684.0,402914.0,404184.0,405414.0,406685.0,407955.0,409103.0,410374.0,411375.0,412409.0,413411.0,414445.0,415480.0,416481.0,417515.0,418517.0,419551.0,420586.0,421520.0,422555.0,423556.0,424590.0,425592.0
61016,17,19124,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,166966.0,167369.0,167816.0,168248.0,168695.0,169127.0,169574.0,170021.0,170453.0,170900.0,171332.0,171779.0,172226.0,172644.0,173091.0,173523.0,173970.0,174402.0,174849.0,175296.0,175728.0,176175.0,176607.0,177054.0,177500.0,177904.0,178351.0,178783.0,179230.0,179662.0,180109.0,180556.0,180988.0,181435.0,181867.0,182314.0,182761.0,183164.0,183611.0,184043.0,184490.0,184923.0,185369.0,185816.0,186248.0,186695.0,187128.0,187574.0,188021.0,188425.0,188871.0,189304.0,189750.0,190183.0,190630.0,191076.0,191509.0,191955.0,192388.0,192835.0,193281.0,193699.0,194146.0,196576.0,199088.0,201518.0,204030.0,206541.0,208972.0,211483.0,213914.0,216425.0,218937.0,221205.0,223717.0,226147.0,228659.0,231089.0,233601.0,236112.0,238543.0,241054.0,243485.0,245996.0,248508.0,250776.0,253288.0,253798.0,254326.0,254837.0,255365.0,255893.0,256404.0,256932.0,257443.0,257971.0,258499.0,258976.0,259504.0,260014.0,260542.0,261053.0
61017,18,19125,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,140587.0,140927.0,141303.0,141667.0,142043.0,142407.0,142783.0,143160.0,143524.0,143900.0,144264.0,144640.0,145016.0,145368.0,145744.0,146108.0,146484.0,146849.0,147225.0,147601.0,147965.0,148341.0,148705.0,149081.0,149458.0,149797.0,150173.0,150538.0,150914.0,151278.0,151654.0,152030.0,152394.0,152770.0,153134.0,153511.0,153887.0,154226.0,154603.0,154967.0,155343.0,155707.0,156083.0,156459.0,156823.0,157200.0,157564.0,157940.0,158316.0,158656.0,159032.0,159396.0,159772.0,160136.0,160512.0,160888.0,161253.0,161629.0,161993.0,162369.0,162745.0,163097.0,163473.0,165413.0,167416.0,169356.0,171360.0,173364.0,175303.0,177307.0,179246.0,181250.0,183254.0,185064.0,187068.0,189007.0,191011.0,192951.0,194955.0,196959.0,198898.0,200902.0,202841.0,204845.0,206849.0,208659.0,210663.0,211093.0,211538.0,211968.0,212413.0,212857.0,213287.0,213732.0,214162.0,214607.0,215051.0,215453.0,215897.0,216327.0,216772.0,217202.0
61018,19,19126,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,177749.0,178178.0,178654.0,179114.0,179590.0,180050.0,180526.0,181001.0,181461.0,181937.0,182397.0,182873.0,183349.0,183794.0,184269.0,184729.0,185205.0,185665.0,186141.0,186617.0,187077.0,187552.0,188013.0,188488.0,188964.0,189394.0,189869.0,190329.0,190805.0,191265.0,191741.0,192217.0,192677.0,193152.0,193613.0,194088.0,194564.0,194994.0,195469.0,195929.0,196405.0,196865.0,197341.0,197817.0,198277.0,198752.0,199213.0,199688.0,200164.0,200593.0,201069.0,201529.0,202005.0,202465.0,202941.0,203417.0,203877.0,204352.0,204813.0,205288.0,205764.0,206209.0,206684.0,209294.0,211991.0,214601.0,217298.0,219995.0,222605.0,225302.0,227912.0,230609.0,233306.0,235742.0,238439.0,241049.0,243746.0,246356.0,249053.0,251750.0,254360.0,257057.0,259667.0,262364.0,265061.0,267497.0,270194.0,270738.0,271300.0,271843.0,272405.0,272968.0,273511.0,274073.0,274617.0,275179.0,275741.0,276249.0,276811.0,277355.0,277917.0,278461.0
61019,20,19127,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,160966.0,161355.0,161785.0,162202.0,162633.0,163050.0,163480.0,163911.0,164328.0,164759.0,165175.0,165606.0,166037.0,166440.0,166871.0,167287.0,167718.0,168135.0,168566.0,168996.0,169413.0,169844.0,170261.0,170691.0,171122.0,171511.0,171942.0,172359.0,172789.0,173206.0,173637.0,174067.0,174484.0,174915.0,175332.0,175763.0,176193.0,176582.0,177013.0,177430.0,177861.0,178277.0,178708.0,179139.0,179556.0,179986.0,180403.0,180834.0,181264.0,181654.0,182084.0,182501.0,182932.0,183349.0,183779.0,184210.0,184627.0,185057.0,185474.0,185905.0,186336.0,186739.0,187169.0,189281.0,191464.0,193576.0,195758.0,197941.0,200053.0,202236.0,204348.0,206530.0,208713.0,210684.0,212866.0,214978.0,217161.0,219273.0,221456.0,223638.0,225750.0,227933.0,230045.0,232227.0,234410.0,236381.0,238563.0,239056.0,239565.0,240057.0,240566.0,241075.0,241568.0,242077.0,242569.0,243078.0,243587.0,244047.0,244556.0,245049.0,245558.0,246050.0
61020,21,19128,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,166748.0,167151.0,167597.0,168029.0,168475.0,168907.0,169353.0,169799.0,170231.0,170677.0,171109.0,171555.0,172001.0,172419.0,172865.0,173297.0,173743.0,174174.0,174621.0,175067.0,175499.0,175945.0,176377.0,176823.0,177269.0,177672.0,178118.0,178550.0,178996.0,179428.0,179874.0,180320.0,180752.0,181198.0,181630.0,182076.0,182522.0,182925.0,183372.0,183803.0,184249.0,184681.0,185127.0,185574.0,186005.0,186452.0,186883.0,187330.0,187776.0,188179.0,188625.0,189057.0,189503.0,189935.0,190381.0,190827.0,191259.0,191705.0,192137.0,192583.0,193029.0,193447.0,193893.0,195889.0,197951.0,199948.0,202010.0,204073.0,206069.0,208132.0,210128.0,212190.0,214253.0,216116.0,218179.0,220175.0,222237.0,224233.0,226296.0,228359.0,230355.0,232417.0,234413.0,236476.0,238539.0,240402.0,242464.0,242975.0,243502.0,244012.0,244539.0,245067.0,245577.0,246104.0,246614.0,247142.0,247669.0,248145.0,248672.0,249183.0,249710.0,250220.0
61021,22,19129,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,144619.0,144968.0,145355.0,145730.0,146117.0,146491.0,146878.0,147265.0,147640.0,148027.0,148401.0,148788.0,149175.0,149537.0,149924.0,150299.0,150686.0,151060.0,151447.0,151834.0,152208.0,152595.0,152970.0,153357.0,153744.0,154093.0,154480.0,154855.0,155242.0,155616.0,156003.0,156390.0,156765.0,157152.0,157526.0,157913.0,158300.0,158650.0,159037.0,159411.0,159798.0,160173.0,160560.0,160946.0,161321.0,161708.0,162082.0,162469.0,162856.0,163206.0,163593.0,163967.0,164354.0,164729.0,165116.0,165503.0,165877.0,166264.0,166639.0,167026.0,167413.0,167775.0,168162.0,169752.0,171396.0,172987.0,174631.0,176275.0,177865.0,179509.0,181100.0,182744.0,184387.0,185872.0,187516.0,189107.0,190751.0,192341.0,193985.0,195629.0,197220.0,198864.0,200454.0,202098.0,203742.0,205227.0,206870.0,207313.0,207770.0,208213.0,208670.0,209127.0,209570.0,210027.0,210470.0,210927.0,211384.0,211797.0,212255.0,212697.0,213154.0,213597.0
